id,week_start,location_id,store_name,dm,revenue_band,hourly_goal,source,status
385,2026-03-19,112-0032,Plano (TX),Miriam,<25k,422.0,initial-snapshot,locked
386,2026-03-19,112-0033,Brownwood (TX),Steve,<25k,422.0,initial-snapshot,locked
387,2026-03-19,112-0034,Marshall (TX),Miriam,<25k,422.0,initial-snapshot,locked
388,2026-03-19,112-0035,Tulsa - 51st (OK),Dottie,NRO Seasoned,895.0,initial-snapshot,locked
389,2026-03-19,112-0036,Denton (TX),Steve,35k-40k,620.0,initial-snapshot,locked
390,2026-03-19,112-0037,McKinney - Hardin Blvd (TX),Miriam,35k-40k,620.0,initial-snapshot,locked
391,2026-03-19,112-0038,Ada (OK),Dottie,NRO,979.0,initial-snapshot,locked
392,2026-03-19,112-0040,Sherman,Steve,<25k,422.0,initial-snapshot,locked
393,2026-03-19,112-0042,Victoria,Miriam,<25k,422.0,initial-snapshot,locked
394,2026-03-19,112-0043,Greenville,Manny,<25k,422.0,initial-snapshot,locked
427,2026-04-09,112-0034,Marshall (TX),Miriam,25k-30k,473.0,manual-lock,locked
428,2026-04-09,112-0035,Tulsa - 51st (OK),Dottie,40k-45k,719.0,manual-lock,locked
429,2026-04-09,112-0036,Denton (TX),Steve,35k-40k,620.0,manual-lock,locked
430,2026-04-09,112-0037,McKinney - Hardin Blvd (TX),Miriam,30k-35k,559.0,manual-lock,locked
431,2026-04-09,112-0038,Ada (OK),Dottie,40k-45k,719.0,manual-lock,locked
432,2026-04-09,112-0040,Sherman,Steve,<25k,422.0,manual-lock,locked
433,2026-04-09,112-0042,Victoria,Miriam,<25k,422.0,manual-lock,locked
434,2026-04-09,112-0043,Greenville,Manny,<25k,422.0,manual-lock,locked
155,2026-04-16,112-0001,Stillwater (OK),Manny,35k-40k,588.0,draft,draft
156,2026-04-16,112-0002,Muskogee (OK),Dottie,35k-40k,588.0,draft,draft
157,2026-04-16,112-0003,Lawton (OK),Manny,<25k,422.0,draft,draft
158,2026-04-16,112-0004,Ardmore (OK),Manny,<25k,422.0,draft,draft
159,2026-04-16,112-0005,Durant (OK),Manny,<25k,422.0,draft,draft
160,2026-04-16,112-0006,Wichita Falls (TX),Steve,30k-35k,504.0,draft,draft
161,2026-04-16,112-0007,Gainesville (TX),Steve,<25k,422.0,draft,draft
162,2026-04-16,112-0008,Lufkin (TX),Miriam,30k-35k,504.0,draft,draft
163,2026-04-16,112-0009,Nacogdoches (TX),Miriam,25k-30k,420.0,draft,draft
164,2026-04-16,112-0010,Little Elm (TX),Steve,<25k,422.0,draft,draft
165,2026-04-16,112-0011,Princeton (TX),Miriam,<25k,422.0,draft,draft
166,2026-04-16,112-0012,Amelia (OH),Renee,<25k,422.0,draft,draft
167,2026-04-16,112-0013,Milford (OH),Renee,<25k,422.0,draft,draft
168,2026-04-16,112-0014,Cincinnati - Winton Rd (OH),Renee,<25k,422.0,draft,draft
169,2026-04-16,112-0015,Centerville (OH),Cody,45k-50k,849.0,draft,draft
170,2026-04-16,112-0016,Cincinnati - Red Bank Rd (OH),Renee,<25k,422.0,draft,draft
171,2026-04-16,112-0017,West Chester (OH),Cody,30k-35k,504.0,draft,draft
172,2026-04-16,112-0018,Harrison (OH),Renee,30k-35k,504.0,draft,draft
173,2026-04-16,112-0019,Streetsboro (OH),Alex,<25k,422.0,draft,draft
174,2026-04-16,112-0020,Strongsville (OH),Alex,<25k,422.0,draft,draft
175,2026-04-16,112-0021,Loveland (OH),Renee,30k-35k,504.0,draft,draft
176,2026-04-16,112-0022,Avon (OH),Alex,<25k,422.0,draft,draft
177,2026-04-16,112-0023,Lorain (OH),Alex,<25k,422.0,draft,draft
178,2026-04-16,112-0024,Beavercreek (OH),Cody,25k-30k,420.0,draft,draft
179,2026-04-16,112-0026,Fairfield (OH),Alex,<25k,422.0,draft,draft
180,2026-04-16,112-0027,Florence (KY),Alex,<25k,422.0,draft,draft
181,2026-04-16,112-0028,Englewood - S Main (OH),Cody,30k-35k,504.0,draft,draft
182,2026-04-16,112-0029,Grove City (OH),Cody,<25k,422.0,draft,draft
183,2026-04-16,112-0030,Hilliard (OH),Cody,<25k,422.0,draft,draft
184,2026-04-16,112-0031,McAlester (OK),Dottie,<25k,422.0,draft,draft
185,2026-04-16,112-0032,Plano (TX),Miriam,<25k,422.0,draft,draft
186,2026-04-16,112-0033,Brownwood (TX),Steve,<25k,422.0,draft,draft
187,2026-04-16,112-0034,Marshall (TX),Miriam,<25k,422.0,draft,draft
188,2026-04-16,112-0035,Tulsa - 51st (OK),Dottie,NRO Seasoned,895.0,draft,draft
189,2026-04-16,112-0036,Denton (TX),Steve,35k-40k,588.0,draft,draft
190,2026-04-16,112-0037,McKinney - Hardin Blvd (TX),Miriam,35k-40k,588.0,draft,draft
191,2026-04-16,112-0038,Ada (OK),Dottie,NRO,979.0,draft,draft
192,2026-04-16,112-0040,Sherman,Steve,<25k,422.0,draft,draft
193,2026-04-16,112-0042,Victoria,Miriam,<25k,422.0,draft,draft
194,2026-04-16,112-0043,Greenville,Manny,<25k,422.0,draft,draft
195,2026-04-23,112-0001,Stillwater (OK),Manny,35k-40k,588.0,draft,draft
196,2026-04-23,112-0002,Muskogee (OK),Dottie,35k-40k,588.0,draft,draft
197,2026-04-23,112-0003,Lawton (OK),Manny,<25k,422.0,draft,draft
198,2026-04-23,112-0004,Ardmore (OK),Manny,<25k,422.0,draft,draft
199,2026-04-23,112-0005,Durant (OK),Manny,<25k,422.0,draft,draft
200,2026-04-23,112-0006,Wichita Falls (TX),Steve,30k-35k,504.0,draft,draft
201,2026-04-23,112-0007,Gainesville (TX),Steve,<25k,422.0,draft,draft
202,2026-04-23,112-0008,Lufkin (TX),Miriam,30k-35k,504.0,draft,draft
203,2026-04-23,112-0009,Nacogdoches (TX),Miriam,25k-30k,420.0,draft,draft
204,2026-04-23,112-0010,Little Elm (TX),Steve,<25k,422.0,draft,draft
205,2026-04-23,112-0011,Princeton (TX),Miriam,<25k,422.0,draft,draft
206,2026-04-23,112-0012,Amelia (OH),Renee,<25k,422.0,draft,draft
207,2026-04-23,112-0013,Milford (OH),Renee,<25k,422.0,draft,draft
208,2026-04-23,112-0014,Cincinnati - Winton Rd (OH),Renee,<25k,422.0,draft,draft
209,2026-04-23,112-0015,Centerville (OH),Cody,45k-50k,849.0,draft,draft
210,2026-04-23,112-0016,Cincinnati - Red Bank Rd (OH),Renee,<25k,422.0,draft,draft
211,2026-04-23,112-0017,West Chester (OH),Cody,30k-35k,504.0,draft,draft
212,2026-04-23,112-0018,Harrison (OH),Renee,30k-35k,504.0,draft,draft
213,2026-04-23,112-0019,Streetsboro (OH),Alex,<25k,422.0,draft,draft
214,2026-04-23,112-0020,Strongsville (OH),Alex,<25k,422.0,draft,draft
215,2026-04-23,112-0021,Loveland (OH),Renee,30k-35k,504.0,draft,draft
216,2026-04-23,112-0022,Avon (OH),Alex,<25k,422.0,draft,draft
217,2026-04-23,112-0023,Lorain (OH),Alex,<25k,422.0,draft,draft
218,2026-04-23,112-0024,Beavercreek (OH),Cody,25k-30k,420.0,draft,draft
219,2026-04-23,112-0026,Fairfield (OH),Alex,<25k,422.0,draft,draft
220,2026-04-23,112-0027,Florence (KY),Alex,<25k,422.0,draft,draft
221,2026-04-23,112-0028,Englewood - S Main (OH),Cody,30k-35k,504.0,draft,draft
222,2026-04-23,112-0029,Grove City (OH),Cody,<25k,422.0,draft,draft
223,2026-04-23,112-0030,Hilliard (OH),Cody,<25k,422.0,draft,draft
224,2026-04-23,112-0031,McAlester (OK),Dottie,<25k,422.0,draft,draft
225,2026-04-23,112-0032,Plano (TX),Miriam,<25k,422.0,draft,draft
226,2026-04-23,112-0033,Brownwood (TX),Steve,<25k,422.0,draft,draft
227,2026-04-23,112-0034,Marshall (TX),Miriam,<25k,422.0,draft,draft
228,2026-04-23,112-0035,Tulsa - 51st (OK),Dottie,NRO Seasoned,895.0,draft,draft
229,2026-04-23,112-0036,Denton (TX),Steve,35k-40k,588.0,draft,draft
230,2026-04-23,112-0037,McKinney - Hardin Blvd (TX),Miriam,35k-40k,588.0,draft,draft
231,2026-04-23,112-0038,Ada (OK),Dottie,NRO,979.0,draft,draft
232,2026-04-23,112-0040,Sherman,Steve,<25k,422.0,draft,draft
233,2026-04-23,112-0042,Victoria,Miriam,<25k,422.0,draft,draft
234,2026-04-23,112-0043,Greenville,Manny,<25k,422.0,draft,draft
306,2026-04-02,112-0033,Brownwood (TX),Steve,25k-30k,473.0,manual-lock,locked
307,2026-04-02,112-0034,Marshall (TX),Miriam,25k-30k,473.0,manual-lock,locked
308,2026-04-02,112-0035,Tulsa - 51st (OK),Dottie,45k-50k,849.0,manual-lock,locked
309,2026-04-02,112-0036,Denton (TX),Steve,35k-40k,620.0,manual-lock,locked
310,2026-04-02,112-0037,McKinney - Hardin Blvd (TX),Miriam,35k-40k,620.0,manual-lock,locked
311,2026-04-02,112-0038,Ada (OK),Dottie,45k-50k,849.0,manual-lock,locked
312,2026-04-02,112-0040,Sherman,Steve,<25k,422.0,manual-lock,locked
313,2026-04-02,112-0042,Victoria,Miriam,<25k,422.0,manual-lock,locked
314,2026-04-02,112-0043,Greenville,Manny,<25k,422.0,manual-lock,locked
395,2026-04-09,112-0001,Stillwater (OK),Manny,30k-35k,559.0,manual-lock,locked
396,2026-04-09,112-0002,Muskogee (OK),Dottie,35k-40k,620.0,manual-lock,locked
397,2026-04-09,112-0003,Lawton (OK),Manny,25k-30k,473.0,manual-lock,locked
398,2026-04-09,112-0004,Ardmore (OK),Manny,30k-35k,559.0,manual-lock,locked
399,2026-04-09,112-0005,Durant (OK),Manny,<25k,422.0,manual-lock,locked
400,2026-04-09,112-0006,Wichita Falls (TX),Steve,30k-35k,559.0,manual-lock,locked
401,2026-04-09,112-0007,Gainesville (TX),Steve,<25k,422.0,manual-lock,locked
402,2026-04-09,112-0008,Lufkin (TX),Miriam,30k-35k,559.0,manual-lock,locked
403,2026-04-09,112-0009,Nacogdoches (TX),Miriam,25k-30k,473.0,manual-lock,locked
404,2026-04-09,112-0010,Little Elm (TX),Steve,<25k,422.0,manual-lock,locked
405,2026-04-09,112-0011,Princeton (TX),Miriam,25k-30k,473.0,manual-lock,locked
406,2026-04-09,112-0012,Amelia (OH),Renee,25k-30k,473.0,manual-lock,locked
407,2026-04-09,112-0013,Milford (OH),Renee,25k-30k,473.0,manual-lock,locked
408,2026-04-09,112-0014,Cincinnati - Winton Rd (OH),Renee,<25k,422.0,manual-lock,locked
409,2026-04-09,112-0015,Centerville (OH),Cody,45k-50k,849.0,manual-lock,locked
410,2026-04-09,112-0016,Cincinnati - Red Bank Rd (OH),Renee,<25k,422.0,manual-lock,locked
411,2026-04-09,112-0017,West Chester (OH),Cody,30k-35k,559.0,manual-lock,locked
412,2026-04-09,112-0018,Harrison (OH),Renee,30k-35k,559.0,manual-lock,locked
413,2026-04-09,112-0019,Streetsboro (OH),Alex,<25k,422.0,manual-lock,locked
414,2026-04-09,112-0020,Strongsville (OH),Alex,<25k,422.0,manual-lock,locked
415,2026-04-09,112-0021,Loveland (OH),Renee,30k-35k,559.0,manual-lock,locked
416,2026-04-09,112-0022,Avon (OH),Alex,<25k,422.0,manual-lock,locked
417,2026-04-09,112-0023,Lorain (OH),Alex,<25k,422.0,manual-lock,locked
418,2026-04-09,112-0024,Beavercreek (OH),Cody,25k-30k,473.0,manual-lock,locked
419,2026-04-09,112-0026,Fairfield (OH),Alex,25k-30k,473.0,manual-lock,locked
420,2026-04-09,112-0027,Florence (KY),Alex,25k-30k,473.0,manual-lock,locked
421,2026-04-09,112-0028,Englewood - S Main (OH),Cody,30k-35k,559.0,manual-lock,locked
422,2026-04-09,112-0029,Grove City (OH),Cody,25k-30k,473.0,manual-lock,locked
423,2026-04-09,112-0030,Hilliard (OH),Cody,<25k,422.0,manual-lock,locked
424,2026-04-09,112-0031,McAlester (OK),Dottie,25k-30k,473.0,manual-lock,locked
425,2026-04-09,112-0032,Plano (TX),Miriam,25k-30k,473.0,manual-lock,locked
426,2026-04-09,112-0033,Brownwood (TX),Steve,25k-30k,473.0,manual-lock,locked
