id,week_start,location_id,store_name,dm,revenue_band,hourly_goal,source,status
385,2026-03-19,112-0032,Plano (TX),Miriam,<25k,422.0,initial-snapshot,locked
386,2026-03-19,112-0033,Brownwood (TX),Steve,<25k,422.0,initial-snapshot,locked
387,2026-03-19,112-0034,Marshall (TX),Miriam,<25k,422.0,initial-snapshot,locked
388,2026-03-19,112-0035,Tulsa - 51st (OK),Dottie,NRO Seasoned,895.0,initial-snapshot,locked
389,2026-03-19,112-0036,Denton (TX),Steve,35k-40k,620.0,initial-snapshot,locked
390,2026-03-19,112-0037,McKinney - Hardin Blvd (TX),Miriam,35k-40k,620.0,initial-snapshot,locked
391,2026-03-19,112-0038,Ada (OK),Dottie,NRO,979.0,initial-snapshot,locked
392,2026-03-19,112-0040,Sherman,Steve,<25k,422.0,initial-snapshot,locked
393,2026-03-19,112-0042,Victoria,Miriam,<25k,422.0,initial-snapshot,locked
394,2026-03-19,112-0043,Greenville,Manny,<25k,422.0,initial-snapshot,locked
427,2026-04-09,112-0034,Marshall (TX),Miriam,25k-30k,473.0,manual-lock,locked
428,2026-04-09,112-0035,Tulsa - 51st (OK),Dottie,40k-45k,719.0,manual-lock,locked
429,2026-04-09,112-0036,Denton (TX),Steve,35k-40k,620.0,manual-lock,locked
430,2026-04-09,112-0037,McKinney - Hardin Blvd (TX),Miriam,30k-35k,559.0,manual-lock,locked
431,2026-04-09,112-0038,Ada (OK),Dottie,40k-45k,719.0,manual-lock,locked
432,2026-04-09,112-0040,Sherman,Steve,<25k,422.0,manual-lock,locked
433,2026-04-09,112-0042,Victoria,Miriam,<25k,422.0,manual-lock,locked
434,2026-04-09,112-0043,Greenville,Manny,<25k,422.0,manual-lock,locked
444,2026-04-16,112-0010,Little Elm (TX),Steve,<25k,422.0,manual-lock,locked
445,2026-04-16,112-0011,Princeton (TX),Miriam,<25k,422.0,manual-lock,locked
446,2026-04-16,112-0012,Amelia (OH),Renee,25k-30k,473.0,manual-lock,locked
447,2026-04-16,112-0013,Milford (OH),Renee,25k-30k,473.0,manual-lock,locked
448,2026-04-16,112-0014,Cincinnati - Winton Rd (OH),Renee,<25k,422.0,manual-lock,locked
449,2026-04-16,112-0015,Centerville (OH),Cody,40k-45k,719.0,manual-lock,locked
450,2026-04-16,112-0016,Cincinnati - Red Bank Rd (OH),Renee,<25k,422.0,manual-lock,locked
451,2026-04-16,112-0017,West Chester (OH),Cody,25k-30k,473.0,manual-lock,locked
452,2026-04-16,112-0018,Harrison (OH),Renee,30k-35k,559.0,manual-lock,locked
453,2026-04-16,112-0019,Streetsboro (OH),Alex,<25k,422.0,manual-lock,locked
454,2026-04-16,112-0020,Strongsville (OH),Alex,<25k,422.0,manual-lock,locked
455,2026-04-16,112-0021,Loveland (OH),Renee,25k-30k,473.0,manual-lock,locked
457,2026-04-16,112-0023,Lorain (OH),Alex,<25k,422.0,manual-lock,locked
458,2026-04-16,112-0024,Beavercreek (OH),Cody,25k-30k,473.0,manual-lock,locked
459,2026-04-16,112-0026,Fairfield (OH),Alex,25k-30k,473.0,manual-lock,locked
306,2026-04-02,112-0033,Brownwood (TX),Steve,25k-30k,473.0,manual-lock,locked
307,2026-04-02,112-0034,Marshall (TX),Miriam,25k-30k,473.0,manual-lock,locked
308,2026-04-02,112-0035,Tulsa - 51st (OK),Dottie,45k-50k,849.0,manual-lock,locked
309,2026-04-02,112-0036,Denton (TX),Steve,35k-40k,620.0,manual-lock,locked
310,2026-04-02,112-0037,McKinney - Hardin Blvd (TX),Miriam,35k-40k,620.0,manual-lock,locked
311,2026-04-02,112-0038,Ada (OK),Dottie,45k-50k,849.0,manual-lock,locked
312,2026-04-02,112-0040,Sherman,Steve,<25k,422.0,manual-lock,locked
313,2026-04-02,112-0042,Victoria,Miriam,<25k,422.0,manual-lock,locked
314,2026-04-02,112-0043,Greenville,Manny,<25k,422.0,manual-lock,locked
515,2026-04-23,112-0001,Stillwater (OK),Manny,30k-35k,559.0,draft,draft
516,2026-04-23,112-0002,Muskogee (OK),Dottie,35k-40k,620.0,draft,draft
517,2026-04-23,112-0003,Lawton (OK),Manny,25k-30k,473.0,draft,draft
518,2026-04-23,112-0004,Ardmore (OK),Manny,25k-30k,473.0,draft,draft
519,2026-04-23,112-0005,Durant (OK),Manny,<25k,422.0,draft,draft
520,2026-04-23,112-0006,Wichita Falls (TX),Steve,30k-35k,559.0,draft,draft
521,2026-04-23,112-0007,Gainesville (TX),Steve,<25k,422.0,draft,draft
522,2026-04-23,112-0008,Lufkin (TX),Miriam,25k-30k,473.0,draft,draft
523,2026-04-23,112-0009,Nacogdoches (TX),Miriam,25k-30k,473.0,draft,draft
524,2026-04-23,112-0010,Little Elm (TX),Steve,<25k,422.0,draft,draft
525,2026-04-23,112-0011,Princeton (TX),Miriam,<25k,422.0,draft,draft
526,2026-04-23,112-0012,Amelia (OH),Renee,25k-30k,473.0,draft,draft
527,2026-04-23,112-0013,Milford (OH),Renee,25k-30k,473.0,draft,draft
528,2026-04-23,112-0014,Cincinnati - Winton Rd (OH),Renee,<25k,422.0,draft,draft
529,2026-04-23,112-0015,Centerville (OH),Cody,40k-45k,719.0,draft,draft
530,2026-04-23,112-0016,Cincinnati - Red Bank Rd (OH),Renee,<25k,422.0,draft,draft
531,2026-04-23,112-0017,West Chester (OH),Cody,30k-35k,559.0,draft,draft
532,2026-04-23,112-0018,Harrison (OH),Renee,30k-35k,559.0,draft,draft
533,2026-04-23,112-0019,Streetsboro (OH),Alex,<25k,422.0,draft,draft
534,2026-04-23,112-0020,Strongsville (OH),Alex,<25k,422.0,draft,draft
535,2026-04-23,112-0021,Loveland (OH),Renee,25k-30k,473.0,draft,draft
395,2026-04-09,112-0001,Stillwater (OK),Manny,30k-35k,559.0,manual-lock,locked
396,2026-04-09,112-0002,Muskogee (OK),Dottie,35k-40k,620.0,manual-lock,locked
397,2026-04-09,112-0003,Lawton (OK),Manny,25k-30k,473.0,manual-lock,locked
398,2026-04-09,112-0004,Ardmore (OK),Manny,30k-35k,559.0,manual-lock,locked
399,2026-04-09,112-0005,Durant (OK),Manny,<25k,422.0,manual-lock,locked
400,2026-04-09,112-0006,Wichita Falls (TX),Steve,30k-35k,559.0,manual-lock,locked
401,2026-04-09,112-0007,Gainesville (TX),Steve,<25k,422.0,manual-lock,locked
402,2026-04-09,112-0008,Lufkin (TX),Miriam,30k-35k,559.0,manual-lock,locked
403,2026-04-09,112-0009,Nacogdoches (TX),Miriam,25k-30k,473.0,manual-lock,locked
404,2026-04-09,112-0010,Little Elm (TX),Steve,<25k,422.0,manual-lock,locked
405,2026-04-09,112-0011,Princeton (TX),Miriam,25k-30k,473.0,manual-lock,locked
406,2026-04-09,112-0012,Amelia (OH),Renee,25k-30k,473.0,manual-lock,locked
407,2026-04-09,112-0013,Milford (OH),Renee,25k-30k,473.0,manual-lock,locked
408,2026-04-09,112-0014,Cincinnati - Winton Rd (OH),Renee,<25k,422.0,manual-lock,locked
409,2026-04-09,112-0015,Centerville (OH),Cody,45k-50k,849.0,manual-lock,locked
410,2026-04-09,112-0016,Cincinnati - Red Bank Rd (OH),Renee,<25k,422.0,manual-lock,locked
411,2026-04-09,112-0017,West Chester (OH),Cody,30k-35k,559.0,manual-lock,locked
412,2026-04-09,112-0018,Harrison (OH),Renee,30k-35k,559.0,manual-lock,locked
413,2026-04-09,112-0019,Streetsboro (OH),Alex,<25k,422.0,manual-lock,locked
414,2026-04-09,112-0020,Strongsville (OH),Alex,<25k,422.0,manual-lock,locked
415,2026-04-09,112-0021,Loveland (OH),Renee,30k-35k,559.0,manual-lock,locked
416,2026-04-09,112-0022,Avon (OH),Alex,<25k,422.0,manual-lock,locked
417,2026-04-09,112-0023,Lorain (OH),Alex,<25k,422.0,manual-lock,locked
418,2026-04-09,112-0024,Beavercreek (OH),Cody,25k-30k,473.0,manual-lock,locked
419,2026-04-09,112-0026,Fairfield (OH),Alex,25k-30k,473.0,manual-lock,locked
420,2026-04-09,112-0027,Florence (KY),Alex,25k-30k,473.0,manual-lock,locked
421,2026-04-09,112-0028,Englewood - S Main (OH),Cody,30k-35k,559.0,manual-lock,locked
422,2026-04-09,112-0029,Grove City (OH),Cody,25k-30k,473.0,manual-lock,locked
423,2026-04-09,112-0030,Hilliard (OH),Cody,<25k,422.0,manual-lock,locked
424,2026-04-09,112-0031,McAlester (OK),Dottie,25k-30k,473.0,manual-lock,locked
425,2026-04-09,112-0032,Plano (TX),Miriam,25k-30k,473.0,manual-lock,locked
426,2026-04-09,112-0033,Brownwood (TX),Steve,25k-30k,473.0,manual-lock,locked
536,2026-04-23,112-0022,Avon (OH),Alex,<25k,422.0,draft,draft
537,2026-04-23,112-0023,Lorain (OH),Alex,<25k,422.0,draft,draft
538,2026-04-23,112-0024,Beavercreek (OH),Cody,25k-30k,473.0,draft,draft
539,2026-04-23,112-0026,Fairfield (OH),Alex,25k-30k,473.0,draft,draft
540,2026-04-23,112-0027,Florence (KY),Alex,25k-30k,473.0,draft,draft
541,2026-04-23,112-0028,Englewood - S Main (OH),Cody,30k-35k,559.0,draft,draft
542,2026-04-23,112-0029,Grove City (OH),Cody,25k-30k,473.0,draft,draft
543,2026-04-23,112-0030,Hilliard (OH),Cody,<25k,422.0,draft,draft
544,2026-04-23,112-0031,McAlester (OK),Dottie,25k-30k,473.0,draft,draft
545,2026-04-23,112-0032,Plano (TX),Miriam,25k-30k,473.0,draft,draft
546,2026-04-23,112-0033,Brownwood (TX),Steve,25k-30k,473.0,draft,draft
547,2026-04-23,112-0034,Marshall (TX),Miriam,25k-30k,473.0,draft,draft
548,2026-04-23,112-0035,Tulsa - 51st (OK),Dottie,40k-45k,719.0,draft,draft
549,2026-04-23,112-0036,Denton (TX),Steve,35k-40k,620.0,draft,draft
550,2026-04-23,112-0037,McKinney - Hardin Blvd (TX),Miriam,25k-30k,473.0,draft,draft
551,2026-04-23,112-0038,Ada (OK),Dottie,40k-45k,719.0,draft,draft
552,2026-04-23,112-0040,Sherman,Steve,<25k,422.0,draft,draft
553,2026-04-23,112-0042,Victoria,Miriam,<25k,422.0,draft,draft
554,2026-04-23,112-0043,Greenville,Manny,<25k,422.0,draft,draft
435,2026-04-16,112-0001,Stillwater (OK),Manny,25k-30k,473.0,manual-lock,locked
436,2026-04-16,112-0002,Muskogee (OK),Dottie,35k-40k,620.0,manual-lock,locked
437,2026-04-16,112-0003,Lawton (OK),Manny,25k-30k,473.0,manual-lock,locked
438,2026-04-16,112-0004,Ardmore (OK),Manny,25k-30k,473.0,manual-lock,locked
439,2026-04-16,112-0005,Durant (OK),Manny,<25k,422.0,manual-lock,locked
440,2026-04-16,112-0006,Wichita Falls (TX),Steve,30k-35k,559.0,manual-lock,locked
441,2026-04-16,112-0007,Gainesville (TX),Steve,<25k,422.0,manual-lock,locked
442,2026-04-16,112-0008,Lufkin (TX),Miriam,30k-35k,559.0,manual-lock,locked
443,2026-04-16,112-0009,Nacogdoches (TX),Miriam,25k-30k,473.0,manual-lock,locked
456,2026-04-16,112-0022,Avon (OH),Alex,<25k,422.0,manual-lock,locked
460,2026-04-16,112-0027,Florence (KY),Alex,25k-30k,473.0,manual-lock,locked
461,2026-04-16,112-0028,Englewood - S Main (OH),Cody,25k-30k,473.0,manual-lock,locked
462,2026-04-16,112-0029,Grove City (OH),Cody,25k-30k,473.0,manual-lock,locked
463,2026-04-16,112-0030,Hilliard (OH),Cody,<25k,422.0,manual-lock,locked
464,2026-04-16,112-0031,McAlester (OK),Dottie,25k-30k,473.0,manual-lock,locked
465,2026-04-16,112-0032,Plano (TX),Miriam,25k-30k,473.0,manual-lock,locked
466,2026-04-16,112-0033,Brownwood (TX),Steve,25k-30k,473.0,manual-lock,locked
467,2026-04-16,112-0034,Marshall (TX),Miriam,25k-30k,473.0,manual-lock,locked
468,2026-04-16,112-0035,Tulsa - 51st (OK),Dottie,40k-45k,719.0,manual-lock,locked
469,2026-04-16,112-0036,Denton (TX),Steve,35k-40k,620.0,manual-lock,locked
470,2026-04-16,112-0037,McKinney - Hardin Blvd (TX),Miriam,30k-35k,559.0,manual-lock,locked
471,2026-04-16,112-0038,Ada (OK),Dottie,40k-45k,719.0,manual-lock,locked
472,2026-04-16,112-0040,Sherman,Steve,<25k,422.0,manual-lock,locked
473,2026-04-16,112-0042,Victoria,Miriam,<25k,422.0,manual-lock,locked
474,2026-04-16,112-0043,Greenville,Manny,<25k,422.0,manual-lock,locked
